Division,Product Name,State/Province,City,Sales,,Product Name,Total Sales,Percent of Sugar Sales
Chocolate,Wonka Bar - Milk Chocolate,North Carolina,Greensboro,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,North Carolina,Greenville,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,North Carolina,Jacksonville,32.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,North Carolina,Monroe,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,North Carolina,Raleigh,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Nova Scotia,Halifax,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Cincinnati,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Cleveland,48.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Columbus,39,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Dublin,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Fairfield,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Lakewood,32.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Lancaster,52,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Lorain,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Marion,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Mentor,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Newark,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Parma,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Springfield,26,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ohio,Troy,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oklahoma,Lawton,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oklahoma,Muskogee,35.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oklahoma,Oklahoma City,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Ontario,Toronto,87.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oregon,Portland,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oregon,Salem,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oregon,Springfield,48.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Oregon,Tigard,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Pennsylvania,Chester,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Pennsylvania,Philadelphia,416,,,,
Chocolate,Wonka Bar - Milk Chocolate,Prince Edward Island,Charlottetown,26,,,,
Chocolate,Wonka Bar - Milk Chocolate,Quebec,Montreal,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Quebec,Quebec City,45.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Rhode Island,Cranston,22.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Rhode Island,Providence,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Rhode Island,Warwick,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Saskatchewan,Regina,22.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,South Carolina,Summerville,26,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Chattanooga,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Clarksville,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Hendersonville,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Jackson,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Johnson City,22.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Knoxville,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Tennessee,Nashville,55.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Abilene,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Arlington,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Austin,52,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Bedford,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Bryan,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,College Station,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Dallas,266.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Edinburg,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,El Paso,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Fort Worth,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Garland,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Houston,354.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Huntsville,61.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Lubbock,16.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Mcallen,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Pasadena,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Pearland,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Plano,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Round Rock,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,San Angelo,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,San Antonio,42.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Texas,Waco,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Utah,Orem,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Utah,Provo,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Utah,Salt Lake City,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Vermont,Burlington,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Charlottesville,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Newport News,29.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Richmond,65,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Salem,13,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Suffolk,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Virginia,Virginia Beach,9.75,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Bellevue,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Edmonds,29.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Kent,19.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Renton,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Seattle,484.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Spokane,3.25,,,,
Chocolate,Wonka Bar - Milk Chocolate,Washington,Vancouver,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,West Virginia,Wheeling,6.5,,,,
Chocolate,Wonka Bar - Milk Chocolate,Wisconsin,Milwaukee,107.25,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Alabama,Huntsville,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arizona,Gilbert,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arizona,Glendale,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arizona,Phoenix,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arizona,Tucson,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arizona,Yuma,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arkansas,Fayetteville,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arkansas,Jonesboro,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Arkansas,Pine Bluff,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,British Columbia,Vancouver,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Anaheim,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Apple Valley,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Bakersfield,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Brentwood,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Camarillo,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Costa Mesa,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Escondido,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Fairfield,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Fresno,52.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Inglewood,31.410000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,La Mesa,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Lake Forest,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Long Beach,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Los Angeles,582.83,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Oakland,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Oceanside,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Pasadena,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Roseville,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Sacramento,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,San Diego,90.74000000000001,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,San Francisco,401.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,San Jose,31.410000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Santa Ana,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Thousand Oaks,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Torrance,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Westminster,38.39,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,California,Woodland,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Colorado,Commerce City,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Colorado,Denver,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Colorado,Fort Collins,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Colorado,Louisville,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Colorado,Thornton,20.939999999999998,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Connecticut,Fairfield,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Connecticut,Manchester,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Connecticut,Middletown,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Connecticut,Waterbury,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Delaware,Newark,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Delaware,Wilmington,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Boynton Beach,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Coral Springs,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Fort Lauderdale,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Jacksonville,41.88,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Miami,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Orlando,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Pembroke Pines,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Saint Petersburg,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Sanford,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Florida,Tallahassee,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Georgia,Atlanta,55.84,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Georgia,Columbus,80.27000000000001,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Georgia,Sandy Springs,31.410000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Idaho,Boise,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Aurora,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Bolingbrook,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Chicago,275.71000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Decatur,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Des Plaines,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Freeport,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Quincy,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Rockford,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Illinois,Skokie,55.84,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Indiana,Columbus,52.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Indiana,Elkhart,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Indiana,Indianapolis,34.900000000000006,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Indiana,Lafayette,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Indiana,Lawrence,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Iowa,Des Moines,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Iowa,Marion,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Kansas,Overland Park,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Kentucky,Florence,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Kentucky,Henderson,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Kentucky,Louisville,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Kentucky,Richmond,34.9,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Louisiana,Lafayette,52.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Maryland,Baltimore,136.11,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Maryland,Clinton,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Maryland,Columbia,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Massachusetts,Franklin,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Massachusetts,Lawrence,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Massachusetts,Lowell,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Massachusetts,Quincy,41.879999999999995,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Michigan,Canton,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Michigan,Detroit,73.28999999999999,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Michigan,Jackson,41.88,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Michigan,Saginaw,31.41,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Michigan,Trenton,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Apple Valley,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Lakeville,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Maple Grove,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Minneapolis,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Rochester,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Minnesota,Saint Cloud,31.41,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Mississippi,Gulfport,31.41,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Mississippi,Jackson,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Mississippi,Southaven,31.410000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Missouri,Saint Charles,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Missouri,Saint Louis,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Missouri,Springfield,83.76,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Nebraska,Fremont,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Nevada,Las Vegas,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Brunswick,Moncton,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Belleville,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Lakewood,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Morristown,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,New Brunswick,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Paterson,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Perth Amboy,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Plainfield,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Vineland,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Jersey,Westfield,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Mexico,Albuquerque,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New Mexico,Farmington,34.9,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Auburn,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Long Beach,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Mount Vernon,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,New York City,698,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Rochester,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Rome,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Utica,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Watertown,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,New York,Yonkers,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Burlington,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Chapel Hill,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Charlotte,20.939999999999998,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Fayetteville,59.33,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Greensboro,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Greenville,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Jacksonville,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Monroe,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Carolina,Raleigh,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,North Dakota,Fargo,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Cincinnati,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Cleveland,69.8,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Columbus,52.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Cuyahoga Falls,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Dublin,20.94,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Fairfield,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Kent,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Lakewood,41.88,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Lancaster,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Mentor,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Newark,31.410000000000004,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Springfield,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Ohio,Toledo,45.370000000000005,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Oklahoma,Oklahoma City,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Oklahoma,Tulsa,34.900000000000006,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Oregon,Portland,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Oregon,Springfield,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Pennsylvania,Chester,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Pennsylvania,Lancaster,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Pennsylvania,Philadelphia,422.29,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Pennsylvania,Reading,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Prince Edward Island,Charlottetown,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Quebec,Montreal,38.39,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Rhode Island,Cranston,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Rhode Island,Woonsocket,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,South Carolina,Columbia,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,South Carolina,Summerville,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,South Dakota,Sioux Falls,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Chattanooga,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Columbia,41.88,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Franklin,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Jackson,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Knoxville,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Memphis,94.22999999999999,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Tennessee,Murfreesboro,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Arlington,38.39,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Austin,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Bedford,52.35,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Carrollton,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Cedar Hill,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,College Station,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Coppell,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Dallas,136.11,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Fort Worth,34.9,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Harlingen,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Houston,230.34,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Huntsville,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Keller,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Mansfield,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Pasadena,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Plano,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,San Antonio,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Tyler,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Texas,Waco,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Utah,Draper,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Utah,Salt Lake City,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Vermont,Burlington,38.39,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Chesapeake,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Newport News,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Richmond,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Salem,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Springfield,24.43,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Virginia,Virginia Beach,17.45,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Bellevue,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Edmonds,13.96,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Kent,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Longview,10.47,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Pasco,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Redmond,3.49,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Renton,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Washington,Seattle,460.68,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,West Virginia,Wheeling,27.92,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Wisconsin,Eau Claire,6.98,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Wisconsin,Madison,17.450000000000003,,,,
Chocolate,Wonka Bar - Nutty Crunch Surprise,Wisconsin,Milwaukee,94.23,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Alabama,Decatur,11.25,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Alabama,Huntsville,30,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Alberta,Edmonton,7.5,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Gilbert,7.5,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Glendale,22.5,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Mesa,56.25,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Peoria,52.5,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Phoenix,75,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Scottsdale,26.25,,,,
Chocolate,Wonka Bar - Triple Dazzle Caramel,Arizona,Tucson,60,,,,
